1718298268.0848844, -0.516, 0.048, 0.816, -11.406, -1.35, -7.019
1718298268.0882037, -0.514, 0.047, 0.821, -11.086, -1.32, -7.492
1718298268.0917244, -0.514, 0.047, 0.821, -11.223, -1.312, -8.095
1718298268.0950332, -0.517, 0.046, 0.819, -11.223, -1.312, -8.095
1718298268.0983436, -0.516, 0.044, 0.819, -11.52, -1.457, -8.682
1718298268.101661, -0.516, 0.044, 0.819, -11.642, -1.602, -9.247
1718298268.104889, -0.521, 0.042, 0.817, -11.642, -1.602, -9.247
1718298268.1078596, -0.525, 0.039, 0.819, -11.673, -1.541, -9.674
1718298268.110818, -0.525, 0.039, 0.819, -11.673, -1.541, -9.674
1718298268.1137743, -0.523, 0.038, 0.817, -11.497, -1.45, -10.01
1718298268.1167269, -0.523, 0.038, 0.817, -11.368, -1.419, -10.315
1718298268.119682, -0.528, 0.036, 0.816, -11.368, -1.419, -10.315
1718298268.12265, -0.526, 0.036, 0.818, -11.429, -1.419, -10.422
1718298268.1256242, -0.526, 0.036, 0.818, -11.429, -1.419, -10.422
1718298268.1285882, -0.525, 0.038, 0.819, -11.414, -1.488, -10.521
1718298268.1315546, -0.525, 0.038, 0.819, -11.284, -1.495, -10.384
1718298268.1345162, -0.525, 0.038, 0.818, -11.284, -1.495, -10.384
1718298268.1374762, -0.526, 0.041, 0.818, -11.139, -1.442, -10.101
1718298268.140435, -0.526, 0.041, 0.818, -11.139, -1.442, -10.101
1718298268.14339, -0.525, 0.042, 0.816, -11.032, -1.305, -9.674
1718298268.1463473, -0.525, 0.042, 0.816, -11.139, -1.328, -9.186
1718298268.1493013, -0.526, 0.042, 0.817, -11.139, -1.328, -9.186
1718298268.1522558, -0.525, 0.042, 0.817, -11.246, -1.411, -8.644
1718298268.1552093, -0.525, 0.042, 0.817, -11.246, -1.411, -8.644
1718298268.1581616, -0.521, 0.04, 0.818, -11.368, -1.434, -7.988
1718298268.1611154, -0.521, 0.04, 0.818, -11.658, -1.389, -7.225
1718298268.1640708, -0.522, 0.035, 0.822, -11.658, -1.389, -7.225
1718298268.1670227, -0.521, 0.025, 0.821, -11.833, -1.411, -6.378
1718298268.1699748, -0.521, 0.025, 0.821, -11.833, -1.411, -6.378
1718298268.1729257, -0.522, 0.013, 0.819, -11.856, -1.35, -5.623
1718298268.1758766, -0.522, 0.013, 0.819, -11.856, -1.35, -5.623
1718298268.1792686, -0.523, 0.003, 0.819, -11.765, -1.305, -4.959
1718298268.1826715, -0.522, -0.003, 0.817, -11.642, -1.213, -4.265
1718298268.186061, -0.522, -0.003, 0.817, -11.642, -1.213, -4.265
1718298268.1893075, -0.522, -0.003, 0.82, -11.551, -1.083, -3.731
1718298268.1928477, -0.524, -0.004, 0.817, -11.627, -1.099, -3.189
1718298268.1962152, -0.524, -0.004, 0.817, -11.627, -1.099, -3.189
1718298268.1995943, -0.519, -0.006, 0.813, -11.856, -1.19, -2.571
1718298268.2029989, -0.52, -0.008, 0.815, -11.963, -1.282, -2.014
1718298268.2063715, -0.52, -0.008, 0.815, -11.948, -1.289, -1.48
1718298268.2097661, -0.522, -0.009, 0.817, -11.948, -1.289, -1.48
1718298268.2131498, -0.523, -0.013, 0.817, -11.719, -1.175, -0.801
1718298268.2165241, -0.523, -0.013, 0.817, -11.505, -1.244, -0.13
1718298268.219892, -0.523, -0.016, 0.816, -11.505, -1.244, -0.13
1718298268.2231395, -0.524, -0.022, 0.814, -11.421, -1.129, 0.504
1718298268.2265294, -0.524, -0.022, 0.814, -11.429, -1.228, 1.022
1718298268.2297962, -0.524, -0.025, 0.814, -11.429, -1.228, 1.022
1718298268.2333038, -0.525, -0.029, 0.814, -11.383, -1.244, 1.534
1718298268.236681, -0.525, -0.029, 0.814, -11.078, -1.236, 2.029
1718298268.2400784, -0.528, -0.029, 0.811, -11.078, -1.236, 2.029
1718298268.2434618, -0.526, -0.027, 0.811, -10.803, -1.091, 2.51
1718298268.2468545, -0.526, -0.027, 0.811, -10.536, -0.977, 2.899
1718298268.2501037, -0.527, -0.02, 0.814, -10.536, -0.977, 2.899
1718298268.253612, -0.525, -0.014, 0.817, -10.521, -1.053, 3.143
1718298268.2566032, -0.525, -0.014, 0.817, -10.658, -1.167, 3.456
1718298268.2595634, -0.524, -0.008, 0.816, -10.658, -1.167, 3.456
1718298268.262521, -0.524, -0.003, 0.813, -10.857, -1.373, 3.83
1718298268.2654757, -0.524, -0.003, 0.813, -10.857, -1.373, 3.83
1718298268.2684298, -0.522, 0.006, 0.81, -10.757, -1.343, 4.425
1718298268.2713845, -0.522, 0.006, 0.81, -10.33, -1.16, 4.982
1718298268.2743409, -0.521, 0.017, 0.813, -10.33, -1.16, 4.982
1718298268.2772996, -0.52, 0.029, 0.815, -9.995, -1.015, 5.524
1718298268.280257, -0.52, 0.029, 0.815, -9.995, -1.015, 5.524
1718298268.2832088, -0.519, 0.037, 0.812, -10.063, -0.961, 6.073
1718298268.2861617, -0.519, 0.037, 0.812, -10.46, -1.038, 6.622
1718298268.289114, -0.519, 0.042, 0.816, -10.46, -1.038, 6.622
1718298268.292065, -0.518, 0.035, 0.819, -10.796, -1.266, 7.233
1718298268.2950146, -0.518, 0.035, 0.819, -10.796, -1.266, 7.233
1718298268.2979658, -0.52, 0.027, 0.822, -10.918, -1.236, 7.629
1718298268.3009152, -0.52, 0.027, 0.822, -10.918, -1.236, 7.629
1718298268.3038642, -0.518, 0.023, 0.824, -10.727, -1.06, 8.011
1718298268.306813, -0.518, 0.023, 0.824, -10.353, -0.885, 8.339
1718298268.309764, -0.522, 0.02, 0.827, -10.353, -0.885, 8.339
1718298268.3127131, -0.523, 0.023, 0.823, -10.368, -0.801, 8.514
1718298268.315664, -0.523, 0.023, 0.823, -10.368, -0.801, 8.514
1718298268.3186603, -0.525, 0.027, 0.826, -10.49, -0.885, 8.713
1718298268.32168, -0.525, 0.027, 0.826, -10.498, -0.908, 8.774
1718298268.324644, -0.525, 0.034, 0.821, -10.498, -0.908, 8.774
1718298268.3275936, -0.528, 0.045, 0.818, -10.414, -1.015, 8.766
1718298268.3305864, -0.528, 0.045, 0.818, -10.414, -1.015, 8.766
1718298268.3335395, -0.532, 0.057, 0.814, -10.162, -0.87, 8.675
1718298268.3364966, -0.532, 0.057, 0.814, -9.972, -0.824, 8.636
1718298268.3394668, -0.534, 0.069, 0.815, -9.972, -0.824, 8.636
1718298268.3424187, -0.536, 0.078, 0.811, -10.162, -0.908, 8.278
1718298268.3453908, -0.536, 0.078, 0.811, -10.162, -0.908, 8.278
1718298268.3483436, -0.534, 0.082, 0.807, -10.429, -0.992, 7.996
1718298268.351294, -0.534, 0.082, 0.807, -10.704, -1.198, 7.652
1718298268.354259, -0.526, 0.083, 0.807, -10.704, -1.198, 7.652
1718298268.3572068, -0.517, 0.084, 0.814, -10.735, -1.244, 7.271
