1718298516.5202234, -0.518, 0.133, 0.814, -16.525, -1.442, -25.566
1718298516.5232158, -0.518, 0.133, 0.814, -15.068, -0.87, -26.512
1718298516.526182, -0.514, 0.131, 0.823, -15.068, -0.87, -26.512
1718298516.5291395, -0.578, 0.136, 0.822, -14.091, -0.275, -27.397
1718298516.5320952, -0.578, 0.136, 0.822, -14.091, -0.275, -27.397
1718298516.5350466, -0.611, 0.142, 0.824, -13.947, -0.206, -28.358
1718298516.537998, -0.611, 0.142, 0.824, -14.542, -0.816, -29.373
1718298516.5409482, -0.579, 0.147, 0.836, -14.542, -0.816, -29.373
1718298516.5439005, -0.553, 0.137, 0.806, -15.289, -1.289, -30.563
1718298516.5468526, -0.553, 0.137, 0.806, -15.289, -1.289, -30.563
1718298516.5498056, -0.516, 0.125, 0.804, -16.228, -2.48, -31.921
1718298516.5527666, -0.516, 0.125, 0.804, -16.808, -3.326, -33.203
1718298516.5560906, -0.512, 0.108, 0.798, -16.808, -3.326, -33.203
1718298516.5595665, -0.53, 0.087, 0.802, -16.472, -2.892, -34.615
1718298516.5630093, -0.53, 0.087, 0.802, -15.282, -2.09, -35.828
1718298516.566446, -0.535, 0.079, 0.817, -15.282, -2.09, -35.828
1718298516.569924, -0.555, 0.071, 0.824, -13.718, -1.518, -36.819
1718298516.5733612, -0.555, 0.071, 0.824, -13.046, -1.35, -37.811
1718298516.5770411, -0.548, 0.072, 0.82, -13.046, -1.35, -37.811
1718298516.5805242, -0.544, 0.075, 0.8, -13.573, -1.633, -38.696
1718298516.5839832, -0.537, 0.069, 0.801, -14.404, -2.525, -39.368
1718298516.5874097, -0.537, 0.069, 0.801, -14.404, -2.525, -39.368
1718298516.590866, -0.534, 0.072, 0.802, -14.465, -3.059, -39.948
1718298516.5943263, -0.528, 0.071, 0.788, -13.786, -2.625, -40.115
1718298516.597772, -0.528, 0.071, 0.788, -13.786, -2.625, -40.115
1718298516.6012573, -0.529, 0.077, 0.792, -12.894, -2.098, -40.1
1718298516.6047018, -0.532, 0.079, 0.788, -12.146, -1.938, -39.703
1718298516.608138, -0.532, 0.079, 0.788, -11.787, -2.35, -39.085
1718298516.6115623, -0.533, 0.08, 0.797, -11.787, -2.35, -39.085
1718298516.6150017, -0.513, 0.08, 0.804, -11.711, -2.823, -38.292
1718298516.6184452, -0.513, 0.08, 0.804, -11.681, -3.174, -37.491
1718298516.6216645, -0.513, 0.065, 0.803, -11.681, -3.174, -37.491
1718298516.6246443, -0.501, 0.045, 0.841, -11.78, -3.929, -36.896
1718298516.6276138, -0.501, 0.045, 0.841, -11.429, -3.975, -36.446
1718298516.6305733, -0.512, 0.027, 0.861, -11.429, -3.975, -36.446
1718298516.6335557, -0.525, 0.008, 0.848, -10.941, -2.937, -36.14
1718298516.6365345, -0.525, 0.008, 0.848, -10.941, -2.937, -36.14
1718298516.6394932, -0.526, -0.008, 0.856, -10.452, -2.464, -35.728
1718298516.6424487, -0.526, -0.008, 0.856, -10.452, -2.464, -35.728
1718298516.6453974, -0.519, -0.033, 0.832, -10.025, -1.938, -35.408
1718298516.6483576, -0.519, -0.033, 0.832, -10.063, -1.526, -35.378
1718298516.6513124, -0.521, -0.058, 0.821, -10.063, -1.526, -35.378
1718298516.6542666, -0.535, -0.073, 0.807, -10.17, -1.625, -35.454
1718298516.6572204, -0.535, -0.073, 0.807, -10.17, -1.625, -35.454
1718298516.6601725, -0.541, -0.081, 0.795, -10.063, -1.938, -35.53
1718298516.6631253, -0.541, -0.081, 0.795, -9.27, -2.052, -35.538
1718298516.6660779, -0.551, -0.08, 0.797, -9.27, -2.052, -35.538
1718298516.6690357, -0.578, -0.067, 0.796, -8.247, -1.823, -35.37
1718298516.671987, -0.578, -0.067, 0.796, -8.247, -1.823, -35.37
1718298516.6749368, -0.596, -0.047, 0.816, -6.958, -1.778, -34.645
1718298516.6778872, -0.596, -0.047, 0.816, -5.928, -1.396, -33.958
1718298516.6808376, -0.576, -0.016, 0.814, -5.928, -1.396, -33.958
1718298516.6837914, -0.558, 0.004, 0.805, -5.73, -1.35, -33.218
1718298516.686744, -0.558, 0.004, 0.805, -5.73, -1.35, -33.218
1718298516.6897411, -0.555, 0.019, 0.805, -6.264, -1.755, -32.272
1718298516.6928585, -0.555, 0.019, 0.805, -6.714, -2.075, -31.128
1718298516.6958232, -0.552, 0.035, 0.8, -6.714, -2.075, -31.128
1718298516.6987865, -0.557, 0.039, 0.794, -6.706, -1.785, -29.747
