1718297856.853266, -346.38, 429.64000000000004, 548.32
1718297856.8610547, -346.38, 429.64000000000004, 548.32
1718297856.8688288, -348.22, 430.56, 491.28000000000003
1718297856.876589, -348.22, 430.56, 491.28000000000003
1718297856.8843443, -348.22, 430.56, 491.28000000000003
1718297856.8920946, -348.22, 430.56, 491.28000000000003
1718297856.8998446, -348.22, 430.56, 491.28000000000003
1718297856.907593, -348.22, 430.56, 491.28000000000003
1718297856.9153416, -348.22, 430.56, 491.28000000000003
1718297856.9230902, -348.22, 430.56, 491.28000000000003
1718297856.9308462, -348.22, 429.64000000000004, 454.48
1718297856.9385955, -351.90000000000003, 429.64000000000004, 454.48
1718297856.9463494, -351.90000000000003, 429.64000000000004, 454.48
1718297856.9540963, -351.90000000000003, 429.64000000000004, 454.48
1718297856.9618428, -351.90000000000003, 429.64000000000004, 454.48
1718297856.9696043, -351.90000000000003, 429.64000000000004, 454.48
1718297856.977354, -351.90000000000003, 429.64000000000004, 454.48
1718297856.9851477, -351.90000000000003, 429.64000000000004, 454.48
1718297856.9928975, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0006442, -351.90000000000003, 429.64000000000004, 454.48
1718297857.00839, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0161424, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0238867, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0316327, -351.90000000000003, 429.64000000000004, 454.48
1718297857.039378, -351.90000000000003, 429.64000000000004, 454.48
1718297857.047126, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0548854, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0626311, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0703764, -351.90000000000003, 429.64000000000004, 454.48
1718297857.078124, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0858681, -351.90000000000003, 429.64000000000004, 454.48
1718297857.0936363, -351.90000000000003, 429.64000000000004, 454.48
1718297857.101385, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1091397, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1168823, -351.90000000000003, 429.64000000000004, 454.48
1718297857.124626, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1323695, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1401122, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1478667, -351.90000000000003, 429.64000000000004, 454.48
1718297857.155614, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1634018, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1711476, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1788917, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1866384, -351.90000000000003, 429.64000000000004, 454.48
1718297857.1943824, -351.90000000000003, 429.64000000000004, 454.48
1718297857.2021322, -345.46000000000004, 452.64000000000004, 549.24
1718297857.2098913, -345.46000000000004, 452.64000000000004, 549.24
1718297857.217662, -345.46000000000004, 452.64000000000004, 549.24
1718297857.2254093, -345.46000000000004, 452.64000000000004, 549.24
1718297857.2331538, -345.46000000000004, 452.64000000000004, 549.24
1718297857.240899, -345.46000000000004, 452.64000000000004, 549.24
1718297857.248643, -345.46000000000004, 452.64000000000004, 549.24
1718297857.2563999, -345.46000000000004, 452.64000000000004, 549.24
1718297857.2641459, -346.38, 459.08000000000004, 504.16
1718297857.2718976, -346.38, 459.08000000000004, 504.16
1718297857.2796414, -346.38, 459.08000000000004, 504.16
1718297857.2873838, -346.38, 459.08000000000004, 504.16
1718297857.2951276, -346.38, 459.08000000000004, 504.16
1718297857.302878, -346.38, 459.08000000000004, 504.16
1718297857.310619, -346.38, 459.08000000000004, 504.16
1718297857.3183842, -346.38, 459.08000000000004, 504.16
1718297857.326133, -346.38, 459.08000000000004, 504.16
1718297857.3338807, -350.06, 460.92, 590.64
1718297857.34165, -350.06, 460.92, 590.64
1718297857.3493936, -350.06, 460.92, 590.64
1718297857.357139, -350.06, 460.92, 590.64
1718297857.364943, -350.06, 460.92, 590.64
1718297857.3726883, -350.06, 460.92, 590.64
1718297857.3804324, -350.06, 460.92, 590.64
1718297857.388181, -350.06, 460.92, 590.64
1718297857.3959255, -350.06, 460.92, 590.64
1718297857.4036672, -350.06, 460.92, 590.64
1718297857.411414, -350.06, 460.92, 590.64
1718297857.419157, -350.06, 460.92, 590.64
1718297857.4269001, -350.06, 460.92, 590.64
1718297857.434641, -350.06, 460.92, 590.64
1718297857.4423823, -350.06, 460.92, 590.64
1718297857.4501245, -350.06, 460.92, 590.64
1718297857.4578676, -350.06, 460.92, 590.64
1718297857.465632, -350.06, 460.92, 590.64
1718297857.473378, -350.06, 460.92, 590.64
1718297857.4811203, -350.06, 460.92, 590.64
1718297857.488862, -350.06, 460.92, 590.64
1718297857.4966054, -350.06, 460.92, 590.64
1718297857.50435, -350.06, 460.92, 590.64
1718297857.5120916, -350.06, 460.92, 590.64
1718297857.5198321, -350.06, 460.92, 590.64
1718297857.527573, -350.06, 460.92, 590.64
1718297857.5353231, -350.06, 460.92, 590.64
1718297857.5430691, -350.06, 460.92, 590.64
1718297857.5508115, -350.06, 460.92, 590.64
1718297857.5585551, -350.06, 460.92, 590.64
1718297857.5662951, -350.06, 460.92, 590.64
1718297857.5740423, -350.06, 460.92, 590.64
1718297857.5817845, -350.06, 460.92, 590.64
1718297857.5895278, -350.06, 460.92, 590.64
1718297857.597272, -369.38, 454.48, 521.64
1718297857.605021, -369.38, 454.48, 521.64
1718297857.6127636, -369.38, 454.48, 521.64
1718297857.620505, -369.38, 454.48, 521.64
