dx = 0.0, dy = 0.0,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 16, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 17, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 18, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 19, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 20, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 21, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 22, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 23, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 24, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 25, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 26, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 27, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 28, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 29, l_cnt = 0, r_cnt = 0, direction = straight
dx = 20.023529411764798, dy = -1.8039215686271746,  s_cnt = 30, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 31, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 32, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 33, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 34, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 35, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 36, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 37, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 38, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 39, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 40, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 41, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 42, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 43, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 44, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 45, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 46, l_cnt = 0, r_cnt = 0, direction = straight
dx = 12.663529411764799, dy = 1.876078431372889,  s_cnt = 47, l_cnt = 0, r_cnt = 0, direction = straight
dx = 3.463529411764796, dy = 4.63607843137288,  s_cnt = 48, l_cnt = 0, r_cnt = 0, direction = straight
dx = 3.463529411764796, dy = 4.63607843137288,  s_cnt = 49, l_cnt = 0, r_cnt = 0, direction = straight
dx = 3.463529411764796, dy = 4.63607843137288,  s_cnt = 50, l_cnt = 0, r_cnt = 0, direction = straight
dx = 3.463529411764796, dy = 4.63607843137288,  s_cnt = 51, l_cnt = 0, r_cnt = 0, direction = straight
dx = 3.463529411764796, dy = 4.63607843137288,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = 3.463529411764796, dy = 4.63607843137288,  s_cnt = 2, l_cnt = 0, r_cnt = 0, direction = straight
dx = 3.463529411764796, dy = 4.63607843137288,  s_cnt = 3, l_cnt = 0, r_cnt = 0, direction = straight
dx = 3.463529411764796, dy = 4.63607843137288,  s_cnt = 4, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 5, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 6, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 7, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 8, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 9, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 10, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 11, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 12, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 13, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 14, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 15, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 16, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 17, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 18, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 19, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 20, l_cnt = 0, r_cnt = 0, direction = straight
dx = -10.372549019607874, dy = 4.076862745098083,  s_cnt = 21, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 22, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 23, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 24, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 25, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 26, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 27, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 28, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 29, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 30, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 31, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 32, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 33, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 34, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 35, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 36, l_cnt = 0, r_cnt = 0, direction = straight
dx = -29.69254901960788, dy = 5.916862745098115,  s_cnt = 37, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 38, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 39, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 40, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 41, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 42, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 43, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 44, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 45, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 46, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 47, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 48, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 49, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 50, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 51, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 2, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.932549019607862, dy = 6.836862745098074,  s_cnt = 3, l_cnt = 0, r_cnt = 0, direction = straight
dx = -26.012549019607874, dy = 5.916862745098115,  s_cnt = 4, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 5, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 6, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 7, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 8, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 9, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 10, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 11, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 12, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 13, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 14, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 15, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 16, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 17, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 18, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 0.2705882352943263,  s_cnt = 19, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 20, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 21, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 22, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 23, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 24, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 25, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 26, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 27, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 28, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 29, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 30, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 31, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 32, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 33, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 34, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 35, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 1.1905882352942854,  s_cnt = 36, l_cnt = 0, r_cnt = 0, direction = straight
dx = -4.365490196078582, dy = 1.1905882352942854,  s_cnt = 37, l_cnt = 0, r_cnt = 0, direction = straight
dx = -4.365490196078582, dy = 1.1905882352942854,  s_cnt = 38, l_cnt = 0, r_cnt = 0, direction = straight
dx = -4.365490196078582, dy = 1.1905882352942854,  s_cnt = 39, l_cnt = 0, r_cnt = 0, direction = straight
dx = -4.365490196078582, dy = 1.1905882352942854,  s_cnt = 40, l_cnt = 0, r_cnt = 0, direction = straight
dx = -4.365490196078582, dy = 1.1905882352942854,  s_cnt = 41, l_cnt = 0, r_cnt = 0, direction = straight
dx = -4.365490196078582, dy = 1.1905882352942854,  s_cnt = 42, l_cnt = 0, r_cnt = 0, direction = straight
dx = -4.365490196078582, dy = 1.1905882352942854,  s_cnt = 43, l_cnt = 0, r_cnt = 0, direction = straight
dx = -4.365490196078582, dy = 1.1905882352942854,  s_cnt = 44, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 45, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 46, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 47, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 48, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 49, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 50, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 51, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 1, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 2, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 3, l_cnt = 0, r_cnt = 0, direction = straight
dx = -3.4454901960785946, dy = 2.1105882352942444,  s_cnt = 4, l_cnt = 0, r_cnt = 0, direction = straight
dx = 0.14431372549023536, dy = 0.9560784313723616,  s_cnt = 5, l_cnt = 0, r_cnt = 0, direction = straight
dx = 0.14431372549023536, dy = 0.9560784313723616,  s_cnt = 6, l_cnt = 0, r_cnt = 0, direction = straight
dx = 0.14431372549023536, dy = 0.9560784313723616,  s_cnt = 7, l_cnt = 0, r_cnt = 0, direction = straight
dx = 0.14431372549023536, dy = 0.9560784313723616,  s_cnt = 8, l_cnt = 0, r_cnt = 0, direction = straight
dx = 0.14431372549023536, dy = 0.9560784313723616,  s_cnt = 9, l_cnt = 0, r_cnt = 0, direction = straight
dx = 0.14431372549023536, dy = 0.9560784313723616,  s_cnt = 10, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 11, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 12, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 13, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 14, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 15, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 16, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 17, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 18, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 19, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 20, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 21, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 22, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 23, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 24, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 25, l_cnt = 0, r_cnt = 0, direction = straight
dx = 2.9043137254902263, dy = 0.03607843137240252,  s_cnt = 26, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 27, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 28, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 29, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 30, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 31, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 32, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 33, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 34, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 35, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 36, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 37, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 38, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 39, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 40, l_cnt = 0, r_cnt = 0, direction = straight
dx = 5.664313725490246, dy = 0.03607843137240252,  s_cnt = 41, l_cnt = 0, r_cnt = 0, direction = straight
