ax = -0.518, ay = 0.133, az = 0.814, diff = -0.518 brake = True
ax = -0.542, ay = 0.168, az = 0.791, diff = 0.02276190476190465 brake = False
ax = -0.542, ay = 0.168, az = 0.791, diff = 0.02276190476190465 brake = False
ax = -0.53, ay = 0.18, az = 0.804, diff = 0.03476190476190466 brake = False
ax = -0.524, ay = 0.181, az = 0.845, diff = 0.040761904761904666 brake = False
ax = -0.524, ay = 0.181, az = 0.845, diff = 0.040761904761904666 brake = False
ax = -0.545, ay = 0.185, az = 0.853, diff = 0.019761904761904647 brake = False
ax = -0.545, ay = 0.185, az = 0.853, diff = 0.019761904761904647 brake = False
ax = -0.543, ay = 0.17, az = 0.835, diff = 0.02176190476190465 brake = False
ax = -0.543, ay = 0.17, az = 0.835, diff = 0.02176190476190465 brake = False
ax = -0.53, ay = 0.173, az = 0.841, diff = 0.03476190476190466 brake = False
ax = -0.5, ay = 0.191, az = 0.834, diff = 0.06476190476190469 brake = False
ax = -0.5, ay = 0.191, az = 0.834, diff = 0.06476190476190469 brake = False
ax = -0.484, ay = 0.189, az = 0.815, diff = 0.0807619047619047 brake = False
ax = -0.484, ay = 0.189, az = 0.815, diff = 0.0807619047619047 brake = False
ax = -0.475, ay = 0.193, az = 0.802, diff = 0.08976190476190471 brake = False
ax = -0.484, ay = 0.187, az = 0.8, diff = 0.04452380952380952 brake = False
ax = -0.484, ay = 0.187, az = 0.8, diff = 0.04452380952380952 brake = False
ax = -0.491, ay = 0.188, az = 0.803, diff = 0.037523809523809515 brake = False
ax = -0.491, ay = 0.188, az = 0.803, diff = 0.037523809523809515 brake = False
ax = -0.509, ay = 0.188, az = 0.806, diff = 0.0195238095238095 brake = False
ax = -0.532, ay = 0.169, az = 0.812, diff = -0.0034761904761905216 brake = False
ax = -0.532, ay = 0.169, az = 0.812, diff = -0.0034761904761905216 brake = False
ax = -0.491, ay = 0.164, az = 0.819, diff = 0.037523809523809515 brake = False
ax = -0.491, ay = 0.164, az = 0.819, diff = 0.037523809523809515 brake = False
ax = -0.462, ay = 0.155, az = 0.823, diff = 0.06652380952380949 brake = False
ax = -0.453, ay = 0.151, az = 0.815, diff = 0.0755238095238095 brake = False
ax = -0.453, ay = 0.151, az = 0.815, diff = 0.0755238095238095 brake = False
ax = -0.482, ay = 0.159, az = 0.807, diff = 0.04652380952380952 brake = False
ax = -0.482, ay = 0.159, az = 0.807, diff = 0.04652380952380952 brake = False
ax = -0.502, ay = 0.154, az = 0.809, diff = 0.026523809523809505 brake = False
ax = -0.52, ay = 0.161, az = 0.813, diff = 0.008523809523809489 brake = False
ax = -0.52, ay = 0.161, az = 0.813, diff = 0.008523809523809489 brake = False
ax = -0.521, ay = 0.157, az = 0.805, diff = 0.007523809523809488 brake = False
ax = -0.521, ay = 0.157, az = 0.805, diff = 0.007523809523809488 brake = False
ax = -0.522, ay = 0.155, az = 0.8, diff = 0.006523809523809487 brake = False
ax = -0.513, ay = 0.153, az = 0.801, diff = 0.015523809523809495 brake = False
ax = -0.513, ay = 0.153, az = 0.801, diff = -0.013714285714285679 brake = False
ax = -0.506, ay = 0.136, az = 0.814, diff = -0.006714285714285673 brake = False
ax = -0.506, ay = 0.136, az = 0.814, diff = -0.006714285714285673 brake = False
ax = -0.507, ay = 0.133, az = 0.829, diff = -0.0077142857142856736 brake = False
ax = -0.507, ay = 0.133, az = 0.829, diff = -0.0077142857142856736 brake = False
ax = -0.523, ay = 0.133, az = 0.832, diff = -0.023714285714285688 brake = False
ax = -0.531, ay = 0.131, az = 0.84, diff = -0.031714285714285695 brake = False
ax = -0.531, ay = 0.131, az = 0.84, diff = -0.031714285714285695 brake = False
ax = -0.529, ay = 0.131, az = 0.831, diff = -0.029714285714285693 brake = False
ax = -0.529, ay = 0.131, az = 0.831, diff = -0.029714285714285693 brake = False
ax = -0.511, ay = 0.125, az = 0.825, diff = -0.011714285714285677 brake = False
ax = -0.508, ay = 0.132, az = 0.801, diff = -0.008714285714285674 brake = False
ax = -0.508, ay = 0.132, az = 0.801, diff = -0.008714285714285674 brake = False
ax = -0.512, ay = 0.131, az = 0.806, diff = -0.012714285714285678 brake = False
ax = -0.512, ay = 0.131, az = 0.806, diff = -0.012714285714285678 brake = False
ax = -0.523, ay = 0.132, az = 0.794, diff = -0.023714285714285688 brake = False
ax = -0.535, ay = 0.138, az = 0.805, diff = -0.0357142857142857 brake = False
ax = -0.535, ay = 0.138, az = 0.805, diff = -0.0357142857142857 brake = False
ax = -0.53, ay = 0.139, az = 0.805, diff = -0.030714285714285694 brake = False
ax = -0.53, ay = 0.139, az = 0.805, diff = -0.030714285714285694 brake = False
ax = -0.521, ay = 0.152, az = 0.792, diff = -0.021714285714285686 brake = False
ax = -0.518, ay = 0.154, az = 0.783, diff = 0.001619047619047631 brake = False
ax = -0.518, ay = 0.154, az = 0.783, diff = 0.001619047619047631 brake = False
ax = -0.525, ay = 0.153, az = 0.78, diff = -0.005380952380952375 brake = False
ax = -0.525, ay = 0.153, az = 0.78, diff = -0.005380952380952375 brake = False
ax = -0.524, ay = 0.148, az = 0.785, diff = -0.004380952380952374 brake = False
ax = -0.525, ay = 0.134, az = 0.799, diff = -0.005380952380952375 brake = False
ax = -0.525, ay = 0.134, az = 0.799, diff = -0.005380952380952375 brake = False
ax = -0.523, ay = 0.134, az = 0.814, diff = -0.0033809523809523734 brake = False
ax = -0.523, ay = 0.134, az = 0.814, diff = -0.0033809523809523734 brake = False
ax = -0.514, ay = 0.121, az = 0.833, diff = 0.005619047619047635 brake = False
ax = -0.52, ay = 0.117, az = 0.831, diff = -0.0003809523809523707 brake = False
ax = -0.52, ay = 0.117, az = 0.831, diff = -0.0003809523809523707 brake = False
ax = -0.516, ay = 0.113, az = 0.84, diff = 0.003619047619047633 brake = False
ax = -0.516, ay = 0.113, az = 0.84, diff = 0.003619047619047633 brake = False
ax = -0.529, ay = 0.106, az = 0.823, diff = -0.009380952380952379 brake = False
ax = -0.551, ay = 0.11, az = 0.786, diff = -0.0313809523809524 brake = False
ax = -0.551, ay = 0.11, az = 0.786, diff = -0.0313809523809524 brake = False
ax = -0.551, ay = 0.103, az = 0.796, diff = -0.0313809523809524 brake = False
ax = -0.551, ay = 0.103, az = 0.796, diff = -0.0313809523809524 brake = False
ax = -0.533, ay = 0.098, az = 0.787, diff = -0.013380952380952382 brake = False
ax = -0.517, ay = 0.097, az = 0.789, diff = 0.002619047619047632 brake = False
ax = -0.517, ay = 0.097, az = 0.789, diff = 0.010333333333333194 brake = False
ax = -0.502, ay = 0.088, az = 0.807, diff = 0.025333333333333208 brake = False
ax = -0.502, ay = 0.088, az = 0.807, diff = 0.025333333333333208 brake = False
ax = -0.507, ay = 0.09, az = 0.815, diff = 0.020333333333333203 brake = False
ax = -0.51, ay = 0.083, az = 0.838, diff = 0.0173333333333332 brake = False
ax = -0.51, ay = 0.083, az = 0.838, diff = 0.0173333333333332 brake = False
ax = -0.511, ay = 0.084, az = 0.84, diff = 0.0163333333333332 brake = False
ax = -0.511, ay = 0.084, az = 0.84, diff = 0.0163333333333332 brake = False
ax = -0.524, ay = 0.079, az = 0.841, diff = 0.0033333333333331883 brake = False
ax = -0.518, ay = 0.07, az = 0.836, diff = 0.009333333333333194 brake = False
ax = -0.518, ay = 0.07, az = 0.836, diff = 0.009333333333333194 brake = False
ax = -0.515, ay = 0.06, az = 0.837, diff = 0.012333333333333196 brake = False
ax = -0.515, ay = 0.06, az = 0.837, diff = 0.012333333333333196 brake = False
ax = -0.516, ay = 0.056, az = 0.819, diff = 0.011333333333333195 brake = False
ax = -0.518, ay = 0.047, az = 0.822, diff = 0.009333333333333194 brake = False
ax = -0.518, ay = 0.047, az = 0.822, diff = 0.009333333333333194 brake = False
ax = -0.518, ay = 0.038, az = 0.819, diff = 0.009333333333333194 brake = False
ax = -0.513, ay = 0.039, az = 0.812, diff = 0.014333333333333198 brake = False
ax = -0.513, ay = 0.039, az = 0.812, diff = 0.014333333333333198 brake = False
ax = -0.511, ay = 0.047, az = 0.811, diff = 0.0163333333333332 brake = False
ax = -0.511, ay = 0.047, az = 0.811, diff = 0.0163333333333332 brake = False
ax = -0.504, ay = 0.052, az = 0.82, diff = 0.008619047619047526 brake = False
ax = -0.515, ay = 0.049, az = 0.813, diff = -0.0023809523809524835 brake = False
ax = -0.515, ay = 0.049, az = 0.813, diff = -0.0023809523809524835 brake = False
ax = -0.52, ay = 0.046, az = 0.813, diff = -0.007380952380952488 brake = False
ax = -0.52, ay = 0.046, az = 0.813, diff = -0.007380952380952488 brake = False
ax = -0.528, ay = 0.049, az = 0.803, diff = -0.015380952380952495 brake = False
ax = -0.528, ay = 0.05, az = 0.834, diff = -0.015380952380952495 brake = False
ax = -0.528, ay = 0.05, az = 0.834, diff = -0.015380952380952495 brake = False
ax = -0.515, ay = 0.047, az = 0.837, diff = -0.0023809523809524835 brake = False
ax = -0.515, ay = 0.047, az = 0.837, diff = -0.0023809523809524835 brake = False
ax = -0.517, ay = 0.05, az = 0.815, diff = -0.004380952380952485 brake = False
ax = -0.52, ay = 0.052, az = 0.82, diff = -0.007380952380952488 brake = False
ax = -0.52, ay = 0.052, az = 0.82, diff = -0.007380952380952488 brake = False
ax = -0.512, ay = 0.044, az = 0.816, diff = 0.0006190476190475191 brake = False
ax = -0.512, ay = 0.044, az = 0.816, diff = 0.0006190476190475191 brake = False
ax = -0.521, ay = 0.039, az = 0.806, diff = -0.008380952380952489 brake = False
ax = -0.516, ay = 0.045, az = 0.788, diff = -0.0033809523809524844 brake = False
ax = -0.516, ay = 0.045, az = 0.788, diff = -0.0033809523809524844 brake = False
ax = -0.538, ay = 0.059, az = 0.721, diff = -0.025380952380952504 brake = False
ax = -0.549, ay = 0.057, az = 0.756, diff = -0.036380952380952514 brake = False
ax = -0.549, ay = 0.057, az = 0.756, diff = -0.036380952380952514 brake = False
ax = -0.533, ay = 0.041, az = 0.797, diff = -0.009809523809523935 brake = False
ax = -0.533, ay = 0.041, az = 0.797, diff = -0.009809523809523935 brake = False
ax = -0.514, ay = 0.032, az = 0.827, diff = 0.009190476190476082 brake = False
ax = -0.514, ay = 0.03, az = 0.882, diff = 0.009190476190476082 brake = False
ax = -0.514, ay = 0.03, az = 0.882, diff = 0.009190476190476082 brake = False
ax = -0.529, ay = 0.03, az = 0.847, diff = -0.005809523809523931 brake = False
ax = -0.529, ay = 0.03, az = 0.847, diff = -0.005809523809523931 brake = False
ax = -0.534, ay = 0.02, az = 0.872, diff = -0.010809523809523935 brake = False
ax = -0.542, ay = 0.018, az = 0.846, diff = -0.018809523809523943 brake = False
ax = -0.542, ay = 0.018, az = 0.846, diff = -0.018809523809523943 brake = False
ax = -0.547, ay = 0.019, az = 0.824, diff = -0.023809523809523947 brake = False
ax = -0.547, ay = 0.019, az = 0.824, diff = -0.023809523809523947 brake = False
ax = -0.539, ay = 0.028, az = 0.79, diff = -0.01580952380952394 brake = False
ax = -0.547, ay = 0.037, az = 0.755, diff = -0.023809523809523947 brake = False
ax = -0.547, ay = 0.037, az = 0.755, diff = -0.023809523809523947 brake = False
ax = -0.554, ay = 0.035, az = 0.807, diff = -0.030809523809523953 brake = False
ax = -0.554, ay = 0.035, az = 0.807, diff = -0.030809523809523953 brake = False
ax = -0.529, ay = 0.043, az = 0.819, diff = -0.005809523809523931 brake = False
ax = -0.519, ay = 0.047, az = 0.844, diff = 0.004190476190476078 brake = False
ax = -0.519, ay = 0.047, az = 0.844, diff = 0.004190476190476078 brake = False
ax = -0.526, ay = 0.051, az = 0.853, diff = -0.0028095238095239283 brake = False
ax = -0.526, ay = 0.051, az = 0.853, diff = 0.007571428571428451 brake = False
ax = -0.524, ay = 0.051, az = 0.853, diff = 0.009571428571428453 brake = False
ax = -0.527, ay = 0.051, az = 0.842, diff = 0.00657142857142845 brake = False
ax = -0.527, ay = 0.051, az = 0.842, diff = 0.00657142857142845 brake = False
ax = -0.528, ay = 0.049, az = 0.832, diff = 0.0055714285714284495 brake = False
ax = -0.528, ay = 0.049, az = 0.832, diff = 0.0055714285714284495 brake = False
ax = -0.542, ay = 0.047, az = 0.817, diff = -0.008428571428571563 brake = False
ax = -0.568, ay = 0.045, az = 0.804, diff = -0.034428571428571475 brake = False
ax = -0.568, ay = 0.045, az = 0.804, diff = -0.034428571428571475 brake = False
ax = -0.55, ay = 0.044, az = 0.807, diff = -0.01642857142857157 brake = False
ax = -0.55, ay = 0.044, az = 0.807, diff = -0.01642857142857157 brake = False
ax = -0.528, ay = 0.04, az = 0.811, diff = 0.0055714285714284495 brake = False
ax = -0.507, ay = 0.047, az = 0.797, diff = 0.026571428571428468 brake = False
ax = -0.507, ay = 0.047, az = 0.797, diff = 0.026571428571428468 brake = False
ax = -0.505, ay = 0.053, az = 0.815, diff = 0.02857142857142847 brake = False
ax = -0.505, ay = 0.053, az = 0.815, diff = 0.02857142857142847 brake = False
ax = -0.518, ay = 0.061, az = 0.809, diff = 0.015571428571428458 brake = False
ax = -0.531, ay = 0.063, az = 0.826, diff = 0.002571428571428447 brake = False
ax = -0.531, ay = 0.063, az = 0.826, diff = 0.002571428571428447 brake = False
ax = -0.545, ay = 0.061, az = 0.821, diff = -0.011428571428571566 brake = False
ax = -0.545, ay = 0.061, az = 0.821, diff = -0.011428571428571566 brake = False
ax = -0.551, ay = 0.057, az = 0.814, diff = -0.018380952380952387 brake = False
ax = -0.56, ay = 0.054, az = 0.799, diff = -0.027380952380952395 brake = False
ax = -0.56, ay = 0.054, az = 0.799, diff = -0.027380952380952395 brake = False
ax = -0.551, ay = 0.042, az = 0.799, diff = -0.018380952380952387 brake = False
ax = -0.551, ay = 0.042, az = 0.799, diff = -0.018380952380952387 brake = False
ax = -0.552, ay = 0.031, az = 0.783, diff = -0.019380952380952388 brake = False
ax = -0.555, ay = 0.022, az = 0.797, diff = -0.02238095238095239 brake = False
