ax = -0.518, ay = 0.133, az = 0.814, diff = -0.518 brake = True
ax = -0.518, ay = 0.133, az = 0.814, diff = -0.518 brake = True
ax = -0.514, ay = 0.131, az = 0.823, diff = -0.514 brake = True
ax = -0.578, ay = 0.136, az = 0.822, diff = -0.578 brake = True
ax = -0.578, ay = 0.136, az = 0.822, diff = -0.578 brake = True
ax = -0.611, ay = 0.142, az = 0.824, diff = -0.611 brake = True
ax = -0.611, ay = 0.142, az = 0.824, diff = -0.611 brake = True
ax = -0.579, ay = 0.147, az = 0.836, diff = -0.579 brake = True
ax = -0.553, ay = 0.137, az = 0.806, diff = -0.553 brake = True
ax = -0.553, ay = 0.137, az = 0.806, diff = -0.553 brake = True
ax = -0.516, ay = 0.125, az = 0.804, diff = -0.516 brake = True
ax = -0.516, ay = 0.125, az = 0.804, diff = -0.516 brake = True
ax = -0.512, ay = 0.108, az = 0.798, diff = -0.512 brake = True
ax = -0.53, ay = 0.087, az = 0.802, diff = -0.53 brake = True
ax = -0.53, ay = 0.087, az = 0.802, diff = -0.53 brake = True
ax = -0.535, ay = 0.079, az = 0.817, diff = -0.535 brake = True
ax = -0.555, ay = 0.071, az = 0.824, diff = -0.555 brake = True
ax = -0.555, ay = 0.071, az = 0.824, diff = -0.555 brake = True
ax = -0.548, ay = 0.072, az = 0.82, diff = -0.548 brake = True
ax = -0.544, ay = 0.075, az = 0.8, diff = -0.544 brake = True
ax = -0.537, ay = 0.069, az = 0.801, diff = 0.010190476190476194 brake = False
ax = -0.537, ay = 0.069, az = 0.801, diff = 0.010190476190476194 brake = False
ax = -0.534, ay = 0.072, az = 0.802, diff = 0.013190476190476197 brake = False
ax = -0.528, ay = 0.071, az = 0.788, diff = 0.019190476190476202 brake = False
ax = -0.528, ay = 0.071, az = 0.788, diff = 0.019190476190476202 brake = False
ax = -0.529, ay = 0.077, az = 0.792, diff = 0.0181904761904762 brake = False
ax = -0.532, ay = 0.079, az = 0.788, diff = 0.015190476190476199 brake = False
ax = -0.532, ay = 0.079, az = 0.788, diff = 0.015190476190476199 brake = False
ax = -0.533, ay = 0.08, az = 0.797, diff = 0.014190476190476198 brake = False
ax = -0.513, ay = 0.08, az = 0.804, diff = 0.034190476190476216 brake = False
ax = -0.513, ay = 0.08, az = 0.804, diff = 0.034190476190476216 brake = False
ax = -0.513, ay = 0.065, az = 0.803, diff = 0.034190476190476216 brake = False
ax = -0.501, ay = 0.045, az = 0.841, diff = 0.046190476190476226 brake = False
ax = -0.501, ay = 0.045, az = 0.841, diff = 0.046190476190476226 brake = False
ax = -0.512, ay = 0.027, az = 0.861, diff = 0.035190476190476216 brake = False
ax = -0.525, ay = 0.008, az = 0.848, diff = 0.022190476190476205 brake = False
ax = -0.525, ay = 0.008, az = 0.848, diff = 0.022190476190476205 brake = False
ax = -0.526, ay = -0.008, az = 0.856, diff = 0.021190476190476204 brake = False
ax = -0.526, ay = -0.008, az = 0.856, diff = 0.021190476190476204 brake = False
ax = -0.519, ay = -0.033, az = 0.832, diff = 0.02819047619047621 brake = False
ax = -0.519, ay = -0.033, az = 0.832, diff = 0.02819047619047621 brake = False
ax = -0.521, ay = -0.058, az = 0.821, diff = 0.0012380952380953714 brake = False
ax = -0.535, ay = -0.073, az = 0.807, diff = -0.012761904761904641 brake = False
ax = -0.535, ay = -0.073, az = 0.807, diff = -0.012761904761904641 brake = False
ax = -0.541, ay = -0.081, az = 0.795, diff = -0.018761904761904646 brake = False
ax = -0.541, ay = -0.081, az = 0.795, diff = -0.018761904761904646 brake = False
ax = -0.551, ay = -0.08, az = 0.797, diff = -0.028761904761904655 brake = False
ax = -0.578, ay = -0.067, az = 0.796, diff = -0.05576190476190457 brake = False
ax = -0.578, ay = -0.067, az = 0.796, diff = -0.05576190476190457 brake = False
ax = -0.596, ay = -0.047, az = 0.816, diff = -0.07376190476190458 brake = False
ax = -0.596, ay = -0.047, az = 0.816, diff = -0.07376190476190458 brake = False
ax = -0.576, ay = -0.016, az = 0.814, diff = -0.053761904761904566 brake = False
ax = -0.558, ay = 0.004, az = 0.805, diff = -0.03576190476190466 brake = False
ax = -0.558, ay = 0.004, az = 0.805, diff = -0.03576190476190466 brake = False
ax = -0.555, ay = 0.019, az = 0.805, diff = -0.03276190476190466 brake = False
ax = -0.555, ay = 0.019, az = 0.805, diff = -0.03276190476190466 brake = False
ax = -0.552, ay = 0.035, az = 0.8, diff = -0.029761904761904656 brake = False
ax = -0.557, ay = 0.039, az = 0.794, diff = -0.03476190476190466 brake = False
ax = -0.557, ay = 0.039, az = 0.794, diff = -0.03476190476190466 brake = False
ax = -0.576, ay = 0.033, az = 0.803, diff = -0.053761904761904566 brake = False
ax = -0.576, ay = 0.033, az = 0.803, diff = -0.053761904761904566 brake = False
ax = -0.599, ay = 0.025, az = 0.808, diff = -0.07676190476190459 brake = False
ax = -0.6, ay = 0.033, az = 0.811, diff = -0.03476190476190466 brake = False
ax = -0.6, ay = 0.033, az = 0.811, diff = -0.03476190476190466 brake = False
ax = -0.586, ay = 0.044, az = 0.793, diff = -0.020761904761904648 brake = False
ax = -0.586, ay = 0.044, az = 0.793, diff = -0.020761904761904648 brake = False
ax = -0.58, ay = 0.038, az = 0.783, diff = -0.014761904761904643 brake = False
ax = -0.569, ay = 0.03, az = 0.784, diff = -0.003761904761904633 brake = False
ax = -0.569, ay = 0.03, az = 0.784, diff = -0.003761904761904633 brake = False
ax = -0.538, ay = 0.019, az = 0.786, diff = 0.027238095238095283 brake = False
ax = -0.538, ay = 0.019, az = 0.786, diff = 0.027238095238095283 brake = False
ax = -0.547, ay = 0.013, az = 0.785, diff = 0.018238095238095275 brake = False
ax = -0.556, ay = -0.001, az = 0.817, diff = 0.009238095238095267 brake = False
ax = -0.556, ay = -0.001, az = 0.817, diff = 0.009238095238095267 brake = False
ax = -0.578, ay = -0.015, az = 0.83, diff = -0.012761904761904641 brake = False
ax = -0.578, ay = -0.015, az = 0.83, diff = -0.012761904761904641 brake = False
ax = -0.583, ay = -0.02, az = 0.833, diff = -0.017761904761904646 brake = False
ax = -0.579, ay = -0.017, az = 0.815, diff = -0.013761904761904642 brake = False
ax = -0.579, ay = -0.017, az = 0.815, diff = -0.013761904761904642 brake = False
ax = -0.575, ay = -0.015, az = 0.783, diff = -0.009761904761904638 brake = False
ax = -0.575, ay = -0.015, az = 0.783, diff = -0.009761904761904638 brake = False
ax = -0.585, ay = -0.02, az = 0.777, diff = -0.019761904761904647 brake = False
ax = -0.584, ay = -0.026, az = 0.78, diff = -0.018761904761904646 brake = False
ax = -0.584, ay = -0.026, az = 0.78, diff = -0.01138095238095238 brake = False
ax = -0.573, ay = -0.025, az = 0.783, diff = -0.0003809523809523707 brake = False
ax = -0.573, ay = -0.025, az = 0.783, diff = -0.0003809523809523707 brake = False
ax = -0.57, ay = -0.019, az = 0.784, diff = 0.002619047619047632 brake = False
ax = -0.577, ay = -0.024, az = 0.796, diff = -0.004380952380952374 brake = False
ax = -0.577, ay = -0.024, az = 0.796, diff = -0.004380952380952374 brake = False
ax = -0.58, ay = -0.036, az = 0.808, diff = -0.007380952380952377 brake = False
ax = -0.58, ay = -0.036, az = 0.808, diff = -0.007380952380952377 brake = False
ax = -0.57, ay = -0.05, az = 0.811, diff = 0.002619047619047632 brake = False
ax = -0.56, ay = -0.06, az = 0.809, diff = 0.01261904761904753 brake = False
ax = -0.56, ay = -0.06, az = 0.809, diff = 0.01261904761904753 brake = False
ax = -0.555, ay = -0.071, az = 0.8, diff = 0.017619047619047534 brake = False
ax = -0.555, ay = -0.071, az = 0.8, diff = 0.017619047619047534 brake = False
ax = -0.562, ay = -0.081, az = 0.817, diff = 0.010619047619047528 brake = False
ax = -0.543, ay = -0.096, az = 0.83, diff = 0.029619047619047545 brake = False
ax = -0.543, ay = -0.096, az = 0.83, diff = 0.029619047619047545 brake = False
ax = -0.539, ay = -0.092, az = 0.786, diff = 0.03361904761904755 brake = False
ax = -0.539, ay = -0.092, az = 0.786, diff = 0.03361904761904755 brake = False
ax = -0.533, ay = -0.083, az = 0.788, diff = 0.039619047619047554 brake = False
ax = -0.518, ay = -0.095, az = 0.798, diff = 0.05461904761904757 brake = False
ax = -0.518, ay = -0.095, az = 0.798, diff = 0.05461904761904757 brake = False
ax = -0.508, ay = -0.11, az = 0.797, diff = 0.045952380952380856 brake = False
ax = -0.508, ay = -0.11, az = 0.797, diff = 0.045952380952380856 brake = False
ax = -0.504, ay = -0.111, az = 0.811, diff = 0.04995238095238086 brake = False
ax = -0.502, ay = -0.107, az = 0.825, diff = 0.05195238095238086 brake = False
ax = -0.502, ay = -0.107, az = 0.825, diff = 0.05195238095238086 brake = False
ax = -0.511, ay = -0.105, az = 0.823, diff = 0.04295238095238085 brake = False
ax = -0.511, ay = -0.105, az = 0.823, diff = 0.04295238095238085 brake = False
ax = -0.521, ay = -0.103, az = 0.834, diff = 0.032952380952380844 brake = False
ax = -0.506, ay = -0.102, az = 0.861, diff = 0.04795238095238086 brake = False
ax = -0.506, ay = -0.102, az = 0.861, diff = 0.04795238095238086 brake = False
ax = -0.507, ay = -0.094, az = 0.831, diff = 0.04695238095238086 brake = False
ax = -0.507, ay = -0.094, az = 0.831, diff = 0.04695238095238086 brake = False
ax = -0.525, ay = -0.088, az = 0.804, diff = 0.02895238095238084 brake = False
ax = -0.525, ay = -0.088, az = 0.804, diff = 0.02895238095238084 brake = False
ax = -0.53, ay = -0.062, az = 0.811, diff = 0.023952380952380836 brake = False
ax = -0.52, ay = -0.039, az = 0.776, diff = 0.033952380952380845 brake = False
ax = -0.52, ay = -0.039, az = 0.776, diff = 0.033952380952380845 brake = False
ax = -0.515, ay = -0.035, az = 0.758, diff = 0.03895238095238085 brake = False
ax = -0.515, ay = -0.035, az = 0.758, diff = 0.03895238095238085 brake = False
ax = -0.491, ay = -0.025, az = 0.775, diff = 0.06295238095238087 brake = False
ax = -0.472, ay = -0.015, az = 0.78, diff = 0.08195238095238089 brake = False
ax = -0.472, ay = -0.015, az = 0.78, diff = 0.03609523809523807 brake = False
ax = -0.465, ay = -0.005, az = 0.805, diff = 0.04309523809523802 brake = False
ax = -0.465, ay = -0.005, az = 0.805, diff = 0.04309523809523802 brake = False
ax = -0.47, ay = -0.003, az = 0.841, diff = 0.03809523809523807 brake = False
ax = -0.475, ay = -0.004, az = 0.859, diff = 0.033095238095238066 brake = False
ax = -0.475, ay = -0.004, az = 0.859, diff = 0.033095238095238066 brake = False
ax = -0.479, ay = 0.0, az = 0.869, diff = 0.029095238095238063 brake = False
ax = -0.479, ay = 0.0, az = 0.869, diff = 0.029095238095238063 brake = False
ax = -0.492, ay = -0.004, az = 0.863, diff = 0.01609523809523805 brake = False
ax = -0.495, ay = 0.01, az = 0.865, diff = 0.013095238095238049 brake = False
ax = -0.495, ay = 0.01, az = 0.865, diff = 0.013095238095238049 brake = False
ax = -0.5, ay = 0.02, az = 0.837, diff = 0.008095238095238044 brake = False
ax = -0.5, ay = 0.02, az = 0.837, diff = 0.008095238095238044 brake = False
ax = -0.5, ay = 0.024, az = 0.819, diff = 0.008095238095238044 brake = False
ax = -0.5, ay = 0.04, az = 0.802, diff = 0.008095238095238044 brake = False
ax = -0.5, ay = 0.04, az = 0.802, diff = 0.008095238095238044 brake = False
ax = -0.505, ay = 0.062, az = 0.798, diff = 0.00309523809523804 brake = False
ax = -0.505, ay = 0.062, az = 0.798, diff = 0.00309523809523804 brake = False
ax = -0.518, ay = 0.077, az = 0.794, diff = -0.009904761904761972 brake = False
ax = -0.532, ay = 0.088, az = 0.802, diff = -0.023904761904761984 brake = False
ax = -0.532, ay = 0.088, az = 0.802, diff = -0.023904761904761984 brake = False
ax = -0.542, ay = 0.109, az = 0.804, diff = -0.045619047619047615 brake = False
ax = -0.542, ay = 0.109, az = 0.804, diff = -0.045619047619047615 brake = False
ax = -0.55, ay = 0.12, az = 0.806, diff = -0.05361904761904762 brake = False
ax = -0.558, ay = 0.11, az = 0.815, diff = -0.06161904761904763 brake = False
ax = -0.558, ay = 0.11, az = 0.815, diff = -0.06161904761904763 brake = False
ax = -0.563, ay = 0.102, az = 0.822, diff = -0.06661904761904752 brake = False
ax = -0.563, ay = 0.102, az = 0.822, diff = -0.06661904761904752 brake = False
ax = -0.564, ay = 0.086, az = 0.83, diff = -0.06761904761904752 brake = False
ax = -0.564, ay = 0.086, az = 0.83, diff = -0.06761904761904752 brake = False
ax = -0.567, ay = 0.076, az = 0.828, diff = -0.07061904761904753 brake = False
ax = -0.565, ay = 0.073, az = 0.823, diff = -0.06861904761904752 brake = False
ax = -0.565, ay = 0.073, az = 0.823, diff = -0.06861904761904752 brake = False
ax = -0.571, ay = 0.071, az = 0.81, diff = -0.07461904761904753 brake = False
ax = -0.571, ay = 0.071, az = 0.81, diff = -0.07461904761904753 brake = False
ax = -0.58, ay = 0.08, az = 0.82, diff = -0.08361904761904754 brake = False
ax = -0.56, ay = 0.091, az = 0.877, diff = -0.06361904761904763 brake = False
ax = -0.56, ay = 0.091, az = 0.877, diff = -0.06361904761904763 brake = False
ax = -0.563, ay = 0.119, az = 0.839, diff = -0.06661904761904752 brake = False
ax = -0.563, ay = 0.119, az = 0.839, diff = -0.06661904761904752 brake = False
ax = -0.577, ay = 0.133, az = 0.831, diff = -0.08061904761904753 brake = False
ax = -0.578, ay = 0.142, az = 0.828, diff = -0.08161904761904754 brake = False
ax = -0.578, ay = 0.142, az = 0.828, diff = -0.013238095238095271 brake = False
ax = -0.565, ay = 0.153, az = 0.811, diff = -0.00023809523809525945 brake = False
ax = -0.565, ay = 0.153, az = 0.811, diff = -0.00023809523809525945 brake = False
ax = -0.56, ay = 0.149, az = 0.795, diff = 0.004761904761904634 brake = False
ax = -0.557, ay = 0.15, az = 0.789, diff = 0.007761904761904637 brake = False
ax = -0.557, ay = 0.15, az = 0.789, diff = 0.007761904761904637 brake = False
